stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,wheelchairaccess,entrancesdesc,polling_place_type,booth_info,opening_hours,premises,address,polling_place_name,division,state,ess_stall_id,ess_stall_url
,150.586,FALSE,FALSE,FALSE,FALSE,,,,-33.6902,,,,,Assisted,Entrance via Comet Place,Public School,,,Ellison Public School,"Ellison Public School, Cnr Ellison Rd & Comet Pl, SPRINGWOOD, NSW 2777",Springwood North,Macquarie,NSW,,
,151.739,FALSE,FALSE,FALSE,FALSE,,,,-29.7356,,,,,Full,Entry to new hall is via Cameron Lane at  the rear of the school.,Public School,,,Glen Innes Public School,"Glen Innes Public School, Church St, GLEN INNES, NSW 2370",Glen Innes,New England,NSW,,
Bacon and Egg Rolls Sausage Sizzle Drinks Cakes Tea and Coffee,150.7732597,FALSE,FALSE,FALSE,TRUE,2016-06-30 09:43:30.748372+00,2016-06-30 09:43:30.748372+00,,-33.7937771,Banks Public Primary  Sausage Sizzle,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,Entrance to polling place:  Gate on Banks Dr,Public School,,,Banks Public School,"Banks Public School, Banks Dr, ST CLAIR, NSW 2759",St Clair West,McMahon,NSW,3778,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3778/St-Clair-West/no
Sausage sizzle ,150.573,FALSE,FALSE,FALSE,TRUE,2016-06-23 02:10:52.18468+00,2016-06-22 14:11:48.068352+00,,-33.7055,Springwood Public School ,,Election Sausage Sizzle,{},Assisted,Main entrance Burns Rd (near staff Carpa rk).  1 entrance off De Chair Ave.,Public School,,,Springwood Public School,"Springwood Public School, Burns Rd, SPRINGWOOD, NSW 2777",Springwood South,Macquarie,NSW,3114,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3114/Springwood-Public-School-Springwood-Public-School-/no
"Sausages, egg & bacon rolls, veggie sandwiches, cakes, tea & coffee - support our tiny school!",150.254,FALSE,FALSE,TRUE,TRUE,2016-07-01 11:41:15.195632+00,2016-07-01 11:41:15.195632+00,https://www.facebook.com/Mount-Victoria-Public-School-254595601409317,-33.5916,P&C bbq sausage sizzle,,User-submitted,"{""has_coffee"":true,""has_vego"":true,""has_halal"":true,""has_bacon_and_eggs"":true}",Assisted,Main entrance Victoria St.,Public School,,,Mount Victoria Public School,"Mount Victoria Public School, Victoria St, MOUNT VICTORIA, NSW 2786",Mount Victoria,Macquarie,NSW,,
"sausages, bacon & eggs, homemade cakes",150.794,FALSE,FALSE,TRUE,TRUE,2016-07-01 22:36:22.56937+00,2016-07-01 22:36:22.56937+00,,-33.6393,"Primary school BBQ, Cake Stall",,,{},Assisted,Entrance via Alexander St,Public School,,,Bligh Park Public School,"Bligh Park Public School, 64 Alexander St, BLIGH PARK, NSW 2756",Bligh Park,Macquarie,NSW,,
,150.7997394,FALSE,FALSE,TRUE,TRUE,2016-07-02 00:26:22.040206+00,2016-07-02 00:26:22.040206+00,,-33.7962789,,,Twitter,{},Assisted,Colorado Dr gated driveway and seperate pedestrian pathway,Public School,,,Clairgate Public School,"Clairgate Public School, Colorado Dr, ST CLAIR, NSW 2759",St Clair East,McMahon,NSW,,
"sausages, cakes, drinks",150.631,FALSE,FALSE,TRUE,TRUE,2016-07-02 00:59:52.456133+00,2016-07-02 00:59:52.456133+00,,-33.7717,Lapstone school stall,,,{},Assisted,Achievement Ave,Public School,,,Lapstone Public School,"Lapstone Public School, 1 Explorers Rd, LAPSTONE, NSW 2773",Lapstone,Macquarie,NSW,,
"Sausages, drinks, cake stall and raffle",150.778,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:49:30.903106+00,2016-07-02 03:49:30.903106+00,,-33.511,School sausage sizzle,,,{},Assisted,Access from East Kurrajong Rd,Public School,,,Kurrajong East Public School,"Kurrajong East Public School, 891 East Kurrajong Rd, EAST KURRAJONG, NSW 2758",Kurrajong East,Macquarie,NSW,4119,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4119/Kurrajong-East/no
,150.33586,FALSE,FALSE,FALSE,TRUE,2016-07-02 04:35:11.071457+00,2016-07-02 04:35:11.071457+00,,-33.71131,,,Twitter,{},Assisted,Entrance Mount Hay Rd,Public School,,,Leura Public School,"Leura Public School, Great Western Hwy, LEURA, NSW 2780",Leura,Macquarie,NSW,,
,150.906,FALSE,TRUE,FALSE,FALSE,2016-07-02 05:26:43.332095+00,2016-07-02 05:26:43.332095+00,,-33.8545,,,Twitter @princessmelilo,{},Assisted,Entrance to polling place:  Gate on Lily St,Public School,,,William Stimson Public School,"William Stimson Public School, Lily St, WETHERILL PARK, NSW 2164",Wetherill Park (McMahon),McMahon,NSW,,
,150.9995923,FALSE,FALSE,FALSE,FALSE,,,,-33.7523967,,,,,Assisted,"Shepard La & Davis St (closest to hall), Henry St, Girralong Ave (2), Parraweena Ave all have pedestrian gates Girralong Ave - driveway",Public School,,,Baulkham Hills North Public School,"Baulkham Hills North Public School, cnr Henry St & Girralong Ave, BAULKHAM HILLS, NSW 2153",Baulkham Hills North,Mitchell,NSW,,
,150.9625,FALSE,FALSE,FALSE,FALSE,,,,-33.75752,,,,,Assisted,Astoria Park Rd driveway & pedestrian gate Appian Crct pedestrian gate,Public School,,,Matthew Pearce Public School,"Matthew Pearce Public School, Astoria Park Rd, BAULKHAM HILLS, NSW 2153",Matthew Pearce,Mitchell,NSW,,
,150.991,FALSE,FALSE,FALSE,FALSE,,,,-33.7408,,,,,Assisted,Elberta Ave - 2 pedestrian gates,Public School,,,Excelsior Public School,"Excelsior Public School, Rondelay Dr, CASTLE HILL, NSW 2154",Rondelay,Mitchell,NSW,,
,150.993,FALSE,FALSE,FALSE,FALSE,,,,-33.7142,,,,,Assisted,Ridgecrop Dr pedestrian gate,Public School,,,Samuel Gilbert Public School,"Samuel Gilbert Public School, cnr Ridgecrop Dr & Gilbert Rd, CASTLE HILL, NSW 2154",Samuel Gilbert (Mitchell),Mitchell,NSW,,
,150.976,FALSE,FALSE,FALSE,FALSE,,,,-33.7072,,,,,Assisted,Rosebery Rd locked gate Braemar Ave locked gate,Public School,,,Sherwood Ridge Public School,"Sherwood Ridge Public School, Rosebery Rd, KELLYVILLE, NSW 2155",Sherwood Ridge,Mitchell,NSW,,
,151.739,FALSE,FALSE,FALSE,FALSE,,,,-32.9469,,,,,Assisted,Entrance to polling place: Main doors to  hall. Entrance to grounds: Main gate on Scenic  Dr & gate off Cedar Cres & Summer Pl.,Public School,,,Merewether Heights Public School,"Merewether Heights Public School, 156 Scenic Dr, MEREWETHER HEIGHTS, NSW 2291",Merewether Heights,Newcastle,NSW,,
,151.9341328,FALSE,FALSE,FALSE,FALSE,,,,-28.9272952,,,,,None,There are 2 entrances from High St.One via the double gates and the other via a single gate.,Public School,,,Jennings Public School,"Jennings Public School, 29-31 Brushabers Rd, JENNINGS, QLD 4383",Jennings,New England,NSW,,
"BBQ Sausages, bacon, egg sandwiches, cold drinks, cake stall. ",150.861,FALSE,FALSE,TRUE,TRUE,2016-06-28 14:30:47.268387+00,2016-06-25 07:55:02.41582+00,,-33.584,Pitt Town Public School,,,"{""has_bacon_and_eggs"":true}",Assisted,Entrance via Buckingham St,Public School,,,Pitt Town Public School,"Pitt Town Public School, 17 Buckingham St, PITT TOWN, NSW 2756",Pitt Town,Macquarie,NSW,3008,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3008/Pitt-Town-Public-School-Pitt-Town-Public-School/no
"Sausage sandwiches, onions, drinks, cake stall",150.97142,FALSE,FALSE,TRUE,TRUE,2016-06-25 07:55:00.52769+00,2016-06-25 07:55:00.52769+00,,-33.74809,Crestwood Public School Sausage Sizzle & Cake Stall,,Election Sausage Sizzle,{},Assisted,Pedestrian gate Kalimna Drive,Public School,,,Crestwood Public School,"Crestwood Public School, 38 Peel Rd, BAULKHAM HILLS, NSW 2153",Crestwood,Mitchell,NSW,2683,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2683/Crestwood-Public-School-Crestwood-Public-School-Sausage-Sizzle-&-Cake-Stal/no
"Sausages on Rolls Bacon and Egg Rolls Tea and Coffee Soft drinks Cakes, Slices and sweet surprises ",150.991,FALSE,FALSE,TRUE,TRUE,2016-06-28 14:30:32.275635+00,2016-06-25 07:54:59.416609+00,,-33.7867,Primary School BBQ & Cake Stall,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,Carpark gate Kleins Rd (no car parking) Moss St gate,Public School,,,Northmead Public School,"Northmead Public School, cnr Kleins Rd & Moxhams St, NORTHMEAD, NSW 2152",Northmead,Mitchell,NSW,2485,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2485/Northmead-Public-School-Primary-School-BBQ-&-Cake-Stall/no
BBQ sausage sizzle and drink stall,150.981,FALSE,FALSE,FALSE,TRUE,2016-06-29 12:27:01.25747+00,2016-06-29 12:27:01.25747+00,,-33.7735,Winston Hills Public School,,,{},Assisted,Hillcrest Ave pedestrian gate,Public School,,,Winston Hills Public School,"Winston Hills Public School, Hillcrest Ave, WINSTON HILLS, NSW 2153",Winston Hills,Mitchell,NSW,3598,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3598/Winston-Hills/no
"Bacon and Egg Rolls, Sausage Sangers, Cakes, Drinks",150.968,FALSE,FALSE,TRUE,TRUE,2016-06-29 12:27:04.435085+00,2016-06-29 12:27:04.435085+00,,-33.7754,Winston Heights Public School BBQ and Cake Stall,,,"{""has_bacon_and_eggs"":true}",Assisted,Langdon Rd only - double gate,Public School,,,Winston Heights Public School,"Winston Heights Public School, Buckleys Rd, WINSTON HILLS, NSW 2153",Winston Heights,Mitchell,NSW,3522,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3522/Winston-Heights/no
"BBQ, Cake Stall and White Elephant Stalls 9am - 2pm",151.765,FALSE,FALSE,TRUE,TRUE,2016-06-25 07:54:57.519639+00,2016-06-25 07:54:57.519639+00,,-32.9122,Carrington Public P&C,,Election Sausage Sizzle,{},Assisted,Entrance via driveway on Young St,Public School,,,Carrington Public School,"Carrington Public School, Young St, CARRINGTON, NSW 2294",Carrington,Newcastle,NSW,2620,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2620/Carrington-Public-School-Carrington-Public-P&C/no
"Sausage sangas, cakes",151.754,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:49:25.938234+00,2016-07-02 03:49:25.938234+00,,-32.9341,Hamilton South PS sausage sizzle,,,{},Assisted,Entrance to polling place: Main door to multi purpose centre. Entrance to grounds: Gates on Kenrick St,Public School,,,Hamilton South Public School,"Hamilton South Public School, Kenrick St, MEREWETHER, NSW 2291",Hamilton South,Newcastle,NSW,3885,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3885/Hamilton-South/no
"Bacon and egg rolls, sausage sandwiches and drinks",150.92002,TRUE,FALSE,FALSE,TRUE,2016-07-02 04:06:55.120728+00,2016-07-02 03:49:26.969405+00,,-33.67905,Rouse Hill Public School BBQ,,,"{""has_bacon_and_eggs"":true}",Assisted,Clower Ave Entrance from Community Centre carpark,Public School,,,Rouse Hill Public School,"Rouse Hill Public School, Clower Ave, ROUSE HILL, NSW 2155",Rouse Hill,Mitchell,NSW,3880,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3880/Rouse-Hill/no
,151.783126,FALSE,FALSE,FALSE,FALSE,,,,-32.9120555,,,,,Assisted,Entrance to polling place: Main door to multi purpose centre. Entrance to grounds: Gate on Clyde St & gate on Lomond St.,Public School,,,Stockton Public School,"Stockton Public School, Clyde St, STOCKTON, NSW 2295",Stockton,Newcastle,NSW,,
,151.716,FALSE,FALSE,FALSE,FALSE,,,,-32.8993,,,,,Assisted,Entrance to polling place: Main door to library. Entrance to grounds: Gate on Leonora Pde,Public School,,,Waratah West Public School,"Waratah West Public School, Leonora Pde, WARATAH WEST, NSW 2298",Waratah West,Newcastle,NSW,,
,151.6507081,FALSE,FALSE,FALSE,FALSE,,,,-30.5108727,,,,,Assisted,Entrance is from Rusden St via double  gates into the car park. Turn right and  follow path and ramp to hall. Disabled electors should park in the carpark closest to the right hand side.,Public School,,,Drummond Memorial Public School,"Drummond Memorial Public School, Rusden St, ARMIDALE, NSW 2350",Armidale West,New England,NSW,,
,150.8891058,FALSE,FALSE,FALSE,FALSE,,,,-32.1662857,,,,,Assisted,Side gate locked. Main entrance off Segenhoe Street. Disabled Access from Graeme St.,Public School,,,Aberdeen Public School,"Aberdeen Public School, Segenhoe St, ABERDEEN, NSW 2336",Aberdeen,New England,NSW,,
,151.15104,FALSE,FALSE,FALSE,FALSE,,,,-30.88671,,,,,Assisted,Entry from Frederick Street.,Public School,,,Bendemeer Public School,"Bendemeer Public School, 17-27 Charles Street, BENDEMEER, NSW 2355",Bendemeer,New England,NSW,,
,150.2385092,FALSE,FALSE,FALSE,FALSE,,,,-31.6429329,,,,,Assisted,"One entry only, off O'Neile Street.",Public School,,,Blackville Public School,"Blackville Public School, 15 O'Neile St, BLACKVILLE, NSW 2343",Blackville,New England,NSW,,
,150.892,FALSE,FALSE,FALSE,FALSE,,,,-31.7784,,,,,None,"One entry only, off New England H'Way.",Public School,,,Blandford Public School,"Blandford Public School, New England Hwy, BLANDFORD, NSW 2338",Blandford,New England,NSW,,
,149.978,FALSE,FALSE,FALSE,FALSE,,,,-32.0053,,,,,Assisted,Enter via main gate off Coolah Rd.,Public School,,,Cassilis Public School,"Cassilis Public School, Coolah Rd, CASSILIS, NSW 2329",Cassilis,New England,NSW,,
,150.735,FALSE,FALSE,FALSE,FALSE,,,,-31.2633,,,,,Assisted,There are two entrances both from Bolton St. One is a double gate and the other single.,Public School,,,Currabubula Public School,"Currabubula Public School, Bolton St, CURRABUBULA, NSW 2342",Currabubula,New England,NSW,,
,151.848,FALSE,FALSE,FALSE,FALSE,,,,-29.4434,,,,,None,Entry is via double gateway from Young Street.,Public School,,,Deepwater Public School,"Deepwater Public School, 15-25 Young St, DEEPWATER, NSW 2371",Deepwater,New England,NSW,,
,150.8311915,FALSE,FALSE,FALSE,FALSE,,,,-29.6517148,,,,,Assisted,,Public School,,,Delungra Public School,"Delungra Public School, Wallangar Street, DELUNGRA, NSW 2403",Delungra,New England,NSW,,
,150.8358479,FALSE,FALSE,FALSE,FALSE,,,,-31.2227108,,,,,Assisted,Entry from Duri-Dungowan Road.,Public School,,,Duri Public School,"Duri Public School, 100 Duri-Dungowan Rd, DURI, NSW 2344",Duri,New England,NSW,,
,152.3497061,FALSE,FALSE,FALSE,FALSE,,,,-30.4028528,,,,,Assisted,Entry via Ebor Street.,Public School,,,Ebor Public School,"Ebor Public School, 52 Ebor St, EBOR, NSW 2453",Ebor,New England,NSW,,
,153.2974935,FALSE,FALSE,FALSE,FALSE,,,,-28.7313511,,,,,Assisted,Dunoon Rd,Public School,,,Modanville Public School,"Modanville Public School, 877 Dunoon Rd, MODANVILLE, NSW 2480",Modanville,Page,NSW,,
"Egg and bacon rolls, sausages, drinks and delicious home baking",151.6577425,FALSE,FALSE,TRUE,TRUE,2016-07-01 12:00:16.109142+00,2016-07-01 12:00:16.109142+00,facebook.com/bmps2365,-30.3086014,Black Mountain P & C,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,Entry from Black Mountain Rd via double gate and into carpark. Then via path to the school buildings.,Public School,,,Black Mountain Public School,"Black Mountain Public School, 815 Toms Gully Rd, BLACK MOUNTAIN, NSW 2365",Black Mountain,New England,NSW,,
"Lamingtons, cakes, slices, toffees, lollies, drinks and a great raffle. ",151.752,FALSE,FALSE,TRUE,FALSE,2016-06-30 14:21:44.71249+00,2016-06-30 14:21:44.71249+00,,-32.9082,Tighes hill public school cake stall,,Election Sausage Sizzle,{},None,Entrance to polling place: Main door to school building. Entrance to grounds: Gate on Elizabeth St.,Public School,,,Tighes Hill Public School,"Tighes Hill Public School, Elizabeth St, TIGHES HILL, NSW 2297",Tighes Hill,Newcastle,NSW,3797,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3797/Tighes-Hill/no
,151.6744162,FALSE,FALSE,TRUE,FALSE,2016-07-02 03:49:21.239239+00,2016-07-02 03:49:21.239239+00,,-30.5031067,Ben Venue Cake Stall,,,{},Assisted,Entry is via Erskine St gateway near the  assembly hall. There is also an entrance via the gateway in Taylor St. This entrance is the best one for the disabled to use as it has a specially marked carpark.,Public School,,,Ben Venue Public School,"Ben Venue Public School, 83-103 Erskine St, ARMIDALE, NSW 2350",Ben Venue,New England,NSW,4263,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4263/Ben-Venue/no
,150.8465307,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:49:21.979526+00,2016-07-02 03:49:21.979526+00,,-30.9301543,Attunga Primary School Sausage Sizzle,,,{},None,Entry from Attunga St via memorial gates then along path to sheltered area.,Public School,,,Attunga Public School,"Attunga Public School, Attunga St, ATTUNGA, NSW 2345",Attunga,New England,NSW,4427,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4427/Attunga/no
,151.7581201,FALSE,FALSE,TRUE,TRUE,2016-07-02 04:24:22.583678+00,2016-06-22 13:22:51.674217+00,,-32.9392328,,,Twitter,{},Assisted,Entrance to school grounds: Gate entranc e on Union St,Public School,,,The Junction Public School,"The Junction Public School, Union St, THE JUNCTION, NSW 2291",The Junction,Newcastle,NSW,,
,151.672,FALSE,TRUE,FALSE,FALSE,2016-07-02 05:02:15.343174+00,2016-07-02 05:02:15.343174+00,,-32.9083,,,Twitter,{},Assisted,Martindale St has two gates open for access.,Public School,,,Wallsend Public School,"Wallsend Public School, Martindale St, WALLSEND, NSW 2287",Wallsend,Newcastle,NSW,,
,151.054,FALSE,FALSE,FALSE,FALSE,,,,-31.0541,,,,,Assisted,Enter through main entrance or carpark located on Denman Ave,Public School,,,Kootingal Public School,"Kootingal Public School, Denman Ave, KOOTINGAL, NSW 2352",Kootingal,New England,NSW,,
,151.542439,FALSE,FALSE,FALSE,FALSE,,,,-29.0052308,,,,,None,Entry via single gate off Mingoola Schoo l Road which is accessed from the Bruxne r Highway.,Public School,,,Mingoola Public School,"Mingoola Public School, 16 Mingoola School Rd, MINGOOLA, NSW 2372",Mingoola,New England,NSW,,
,151.0747725,FALSE,FALSE,FALSE,FALSE,,,,-31.0189618,,,,,None,Enter through main gate and car park off Charles Street.,Public School,,,Moonbi Public School,"Moonbi Public School, 24-42 Charles St, MOONBI, NSW 2353",Moonbi,New England,NSW,,
,151.0042734,FALSE,FALSE,FALSE,FALSE,,,,-31.1271941,,,,,Assisted,Enter through main gate off Nundle Rd,Public School,,,Nemingha Public School,"Nemingha Public School, 145 Nundle Rd, NEMINGHA, NSW 2340",Nemingha,New England,NSW,,
,151.677,FALSE,FALSE,FALSE,FALSE,,,,-30.5231,,,,,Assisted,There are two entrances about 50m apart. The northern most entrance is for the disabled but can be used by anyone. The two routes meet inside the building.,Public School,,,Newling Public School,"Newling Public School, 80 Chapel St, ARMIDALE, NSW 2350",Newling,New England,NSW,,
,151.408,FALSE,FALSE,FALSE,FALSE,,,,-31.298,,,,,None,Enter through main entrance of Foster St or side gate on the sports oval.,Public School,,,Niangala Public School,"Niangala Public School, Foster St, NIANGALA, NSW 2354",Niangala,New England,NSW,,
,149.9008083,FALSE,FALSE,FALSE,FALSE,,,,-31.4548788,,,,,None,"One entry only, Ellerslie St.",Public School,,,Premer Public School,"Premer Public School, Ellerslie St, PREMER, NSW 2381",Premer,New England,NSW,,
,151.8946123,FALSE,FALSE,FALSE,FALSE,,,,-29.7773036,,,,,Assisted,,Public School,,,Red Range Public School,"Red Range Public School, 34 Parkes St, RED RANGE, NSW 2370",Red Range,New England,NSW,,
,151.103,FALSE,FALSE,FALSE,FALSE,,,,-29.7708,,,,,Assisted,Entry is from Brown St via double gate way to car park and then through rear of hall.,Public School,,,Ross Hill Public School,"Ross Hill Public School, Andrew St, INVERELL, NSW 2360",Ross Hill,New England,NSW,,
,150.642,FALSE,FALSE,FALSE,FALSE,,,,-30.9384,,,,,Assisted,Entry is via gate off Milkmaid Street.,Public School,,,Somerton Public School,"Somerton Public School, Milkmaid St, SOMERTON, NSW 2340",Somerton,New England,NSW,,
,150.256667,FALSE,FALSE,FALSE,FALSE,,,,-31.3911988,,,,,None,Entry via single gate off Darby Road.,Public School,,,Spring Ridge Public School,"Spring Ridge Public School, 102-104 Darby Rd, SPRING RIDGE, NSW 2343",Spring Ridge,New England,NSW,,
,150.9364162,FALSE,FALSE,FALSE,FALSE,,,,-31.0846637,,,,,None,Voting is in the school hall. Go through main entrance into admin building and follow the signs.  Disabled and carers can use the ramp at the rear. To access walk past the building on the right hand side. Ramp is on the left.,Public School,,,Tamworth East Public School,"Tamworth East Public School, Napier St, TAMWORTH, NSW 2340",Tamworth East,New England,NSW,,
,150.921,FALSE,FALSE,FALSE,FALSE,,,,-31.092,,,,,None,Entry to hall is via side gate on Church  Street.,Public School,,,Tamworth West Public School,"Tamworth West Public School, 65 Bridge St, TAMWORTH, NSW 2340",Tamworth West,New England,NSW,,
