ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Shell Cove Public School,Shellharbour,Shell Cove Public School,"Killalea Drive, Shell Cove 2529",-34.5961780,150.8546310,NSW,Assisted,Path of travel from car park may be difficult
,Shellharbour Public School,Shellharbour,Shellharbour Public School,"Mary Street, Shellharbour 2529",-34.5787150,150.8659010,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Berry Public School,Shoalhaven,Berry Public School,"1 Clarence Street, Berry 2535",-34.7782046,150.6901184,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Bomaderry Public School,Shoalhaven,Bomaderry Public School,"35-43 Cambewarra Road, Bomaderry 2541",-34.8484610,150.6077940,NSW,None,
,Cambewarra Public School,Shoalhaven,Cambewarra Public School,"Kalinga Street, Cambewarra 2540",-34.8209760,150.5571290,NSW,Assisted,Path of travel from car park may be difficult
,Illaroo Road Public School,Shoalhaven,Illaroo Road Public School,"Illaroo Road, North Nowra 2541",-34.8598120,150.5892150,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Kangaroo Valley Community Hall,Shoalhaven,Kangaroo Valley Community Hall,"Osborne Park, Moss Vale Road, Kangaroo Valley 2577",-34.7370800,150.5353000,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,North Nowra Public School,Shoalhaven,North Nowra Public School,"75 Judith Drive, North Nowra 2540",-34.8556590,150.5772410,NSW,Assisted,Path of travel from car park may be difficult
,Nowra East Public School,Shoalhaven,Nowra East Public School,"87 Jervis Street, Nowra 2540",-34.8825750,150.6066740,NSW,Assisted,Path of travel from car park may be difficult
,Nowra Public School,Shoalhaven,Nowra Public School,"74 Plunkett Street, Nowra 2540",-34.8793460,150.5998610,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Nowra Wesley Centre,Shoalhaven,Nowra Wesley Centre,"29 Berry Street, Nowra 2540",-34.8749380,150.6002580,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Shoalhaven Heads Community Centre,Shoalhaven,Shoalhaven Heads Community Centre,"111 Shoalhaven Heads Road, Shoalhaven Heads 2535",-34.8491830,150.7422440,NSW,Assisted,Path of travel from car park may be difficult
,Shoalhaven High School,Shoalhaven,Shoalhaven High School,"60 Park Road, Nowra East 2541",-34.8961120,150.6111160,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Access ramp does not meet standards
,Terara Public School,Shoalhaven,Terara Public School,"Millbank Road, Terara 2540",-34.8669420,150.6308090,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Callala Beach Community Hall,Shoalhaven,Callala Beach Community Hall,"91 Quay Road, Callala Beach 2540",-35.0124238,150.6934678,NSW,Full,
,Callala Community Centre,Shoalhaven,Callala Community Centre,"Emmett Street, Callala Bay 2540",-34.9954750,150.7165120,NSW,Full,
,Culburra Public School,Shoalhaven,Culburra Public School,"Fairlands Street, Culburra 2540",-34.9331930,150.7609420,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Currarong Progress Hall,Shoalhaven,Currarong Progress Hall,"Walton Way, Currarong 2540",-35.0170510,150.8213380,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps; Access ramp does not meet standards
,Erowal Bay Public Hall,Shoalhaven,Erowal Bay Public Hall,"King George Street, Erowal Bay 2540",-35.0999920,150.6532640,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Falls Creek Public School,Shoalhaven,Falls Creek Public School,"26 Vidler Street, Falls Creek 2540",-34.9662480,150.5940420,NSW,Assisted,Access ramp does not meet standards; Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Greenwell Point Public School,Shoalhaven,Greenwell Point Public School,"Jervis Street, Greenwell Point 2540",-34.9075850,150.7307590,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Huskisson Community Centre,Shoalhaven,Huskisson Community Centre,"Dent Street, Huskisson 2540",-35.0351650,150.6670310,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Nowra Hill Public School,Shoalhaven,Nowra Hill Public School,"Btu Road, Nowra 2540",-34.9362720,150.5656820,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Sanctuary Point Public School,Shoalhaven,Sanctuary Point Public School,"Idlewild Avenue, Sanctuary Point 2540",-35.1058340,150.6294390,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,St Georges Basin Community Centre,Shoalhaven,St Georges Basin Community Centre,"21 Meriton Street, St Georges Basin 2540",-35.0976650,150.5988320,NSW,Full,
,Tomerong School of Arts Hall,Shoalhaven,Tomerong School of Arts Hall,"360 Hawken Road, Tomerong 2540",-35.0544400,150.5858050,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Vincentia Public School,Shoalhaven,Vincentia Public School,"George Caley Place, Vincentia 2540",-35.0730350,150.6701980,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot
,Burrill Lake Community Hall,Shoalhaven,Burrill Lake Community Hall,"off Princes Avenue, Burrill Lake 2539",-35.3850830,150.4532520,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Cudmirrah-Berrara Community Hall,Shoalhaven,Cudmirrah-Berrara Community Hall,"Collier Drive, Cudmirrah 2540",-35.1978980,150.5580610,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult
,Kioloa Bawley Point Community Centre,Shoalhaven,Kioloa Bawley Point Community Centre,"Murramarang Road, Kioloa 2539",-35.5565160,150.3777870,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Lake Conjola Community Centre,Shoalhaven,Lake Conjola Community Centre,"Lake Conjola Entrance Road, Lake Conjola 2539",-35.2699540,150.4895810,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Milton Anglican Church Hall,Shoalhaven,Milton Anglican Church Hall,"Church Street, Milton 2538",-35.3175960,150.4370910,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,Milton Ulladulla Baptist Church,Shoalhaven,Milton Ulladulla Baptist Church,"215 Matron Porter Drive, Narrawallee 2539",-35.3210960,150.4650940,NSW,Full,
,St Georges Basin Public School,Shoalhaven,St Georges Basin Public School,"Tallyan Point Road, Basin View 2540",-35.0913750,150.5637850,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot; Building has lips and/or steps
,Sussex Inlet Community Centre,Shoalhaven,Sussex Inlet Community Centre,"Thomson Street, Sussex Inlet 2540",-35.1666930,150.5857410,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; No designated accessible parking spot
,Ulladulla Civic Centre,Shoalhaven,Ulladulla Civic Centre,"Princes Highway, Ulladulla 2539",-35.3561640,150.4742260,NSW,Assisted,Building has lips and/or steps
,Broke Public School,Singleton,Broke Public School,"Cochrane Street, Broke 2330",-32.7451530,151.1039340,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot
,Elderslie Community Hall,Singleton,Elderslie Community Hall,"758 Elderslie Road, Elderslie 2335",-32.6008980,151.3364050,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Glendon School Of Arts Hall,Singleton,Glendon School Of Arts Hall,"897 Glendon Lane, Glendon 2330",-32.5886730,151.2711650,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Jerrys Plains Community Hall,Singleton,Jerrys Plains Community Hall,"Wambo Street, Jerrys Plains 2330",-32.4990170,150.9095646,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet; No designated accessible parking spot
,Kirkton Public School,Singleton,Kirkton Public School,"Standen Drive, Lower Belford 2335",-32.6097620,151.2900220,NSW,None,
,Milbrodale Public School,Singleton,Milbrodale Public School,"2615 Putty Road, Milbrodale 2330",-32.6960730,151.0055180,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet; Access ramp does not meet standards
,Mount Pleasant Public School,Singleton,Mount Pleasant Public School,"226 Goorangoola Road, Bridgman 2330",-32.4088820,151.1887350,NSW,Assisted,Access ramp does not meet standards; Building has lips and/or steps; No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Singleton Heights Public School,Singleton,Singleton Heights Public School,"Dorsman Drive, Singleton Heights 2330",-32.5489610,151.1632960,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Singleton High School,Singleton,Singleton High School,"York Street, Singleton 2330",-32.5683290,151.1774760,NSW,Assisted,No accessible toilet; Building has lips and/or steps; No designated accessible parking spot
,Singleton Public School,Singleton,Singleton Public School,"Elizabeth Street, Singleton 2330",-32.5628160,151.1719830,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Adaminaby Memorial Hall,Snowy Monaro,Adaminaby Memorial Hall,"21 Denison Street, Adaminaby 2629",-35.9953059,148.7743261,NSW,Assisted,Access ramp does not meet standards; No accessible toilet; No designated accessible parking spot
,Berridale Community Centre,Snowy Monaro,Berridale Community Centre,"Florence Street, Berridale 2628",-36.3716410,148.8297090,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Bombala High School,Snowy Monaro,Bombala High School," 20 Bright Street, Bombala 2632",-36.9171070,149.2327250,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Bredbo Community Hall,Snowy Monaro,Bredbo Community Hall,"Monaro Highway, Bredbo 2626",-35.9520682,149.1454419,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Cooma North Public School,Snowy Monaro,Cooma North Public School,"Mittagang Road, Cooma North 2630",-36.2184020,149.1312880,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Cooma Public School,Snowy Monaro,Cooma Public School,"Soho Street, Cooma 2630",-36.2371990,149.1248440,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; No designated accessible parking spot
,Dalgety Memorial Hall,Snowy Monaro,Dalgety Memorial Hall,"13 Campbell Street, Dalgety 2628",-36.5041510,148.8337660,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Delegate Public School,Snowy Monaro,Delegate Public School,"Campbell Street, Delegate 2632",-37.0415920,148.9378210,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Jindabyne Memorial Hall,Snowy Monaro,Jindabyne Memorial Hall,"45 Kosciusko Road, Jindabyne 2627",-36.4150240,148.6234380,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Michelago Public School,Snowy Monaro,Michelago Public School,"20 Ryrie Street, Michelago 2630",-35.7056470,149.1617820,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Nimmitabel Public School,Snowy Monaro,Nimmitabel Public School,"Wolfe Street, Nimmitabel 2631",-36.5104040,149.2893550,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Perisher Valley National Parks and Wildlife Office,Snowy Monaro,Perisher Valley National Parks and Wildlife Office,"Kosciuszko Road, Perisher Valley 2624",-36.4047610,148.4129920,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot
,Thredbo Memorial Community Centre,Snowy Monaro,Thredbo Memorial Community Centre,"Crackenback Drive, Thredbo 2625",-36.5064130,148.3008480,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Adelong Services and Citizens Club,Snowy Valleys,Adelong Services and Citizens Club,"48-56 Tumut Street, Adelong 2729",-35.3083937,148.0659291,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Batlow Technology School,Snowy Valleys,Batlow Technology School,"80 Pioneer Street, Batlow 2730",-35.5224060,148.1471980,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Khancoban Community Hall,Snowy Valleys,Khancoban Community Hall,"Mitchell Avenue, Khancoban 2642",-36.2165970,148.1296990,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Rosewood Public School,Snowy Valleys,Rosewood Public School,"Humula Street, Rosewood 2652",-35.6704530,147.8617850,NSW,None,
,Talbingo Public School,Snowy Valleys,Talbingo Public School,"Lampe Street, Talbingo 2720",-35.5803470,148.3008690,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Tumbarumba High School,Snowy Valleys,Tumbarumba High School,"William Street, Tumbarumba 2653",-35.7827350,148.0179370,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot; Access ramp does not meet standards
,Tumut High School,Snowy Valleys,Tumut High School,"Bogong Place, Tumut 2720",-35.3126330,148.2184780,NSW,Assisted,Access ramp does not meet standards; Path of travel from car park may be difficult
,Tumut Public School,Snowy Valleys,Tumut Public School,"Simpson Street, Tumut 2720",-35.3028140,148.2179780,NSW,Assisted,Path of travel from car park may be difficult
,High Street Community Centre,Strathfield,High Street Community Centre,"64 High Street, Strathfield 2134",-33.8893690,151.0822930,NSW,Assisted,No accessible toilet
